address,block_number,name,symbol,decimals,totalSupply,label
0x5380440aee389a2f1cdb88c29c3ec92552b1ec64,16372588,Scanereum,SETH,9,100000000000000000,1
0x78bc790c591fadd961cf66ee5ff237aef4e1ef06,15151605,Wolf Of ETH Street,WOES,9,100000000000000000000,1
0xcec0e4410638c2e12b6ae6c1a387ef4807646ee6,16394170,Dejitaru Neko,NEKO,18,1000000000000000000000000000,1
0xd4a5027bdb5ffacba7894b57e2edccbd6c7600e2,15655917,REKTOBER,REKT,9,10000000000000000,1
0x90083891b2a66105e12d097b280750fdd9e5f6df,10997501,FutureVault Token,FTT,18,100000000000000000000000,1
0x6f8b9fcc3cdac8d365d2f4f0af8f19f7225e3d62,12842754, Cupid Doge , CD ,9,1000000000000000000000,1
0xa6b19b333ec988f84ca04003613f021fefaae1c3,15298126,P.A.D,PAD,18,209999999999999999999999999992731,1
0xf7ac22e7fc31a2f4e96c36ec504e33f74a7b18ce,15531296,stylike.io,STYLIKE.IO,18,100000000000000000000000000000,1
0x2b467594fe0ba4048f2148e64e47ff8373c6d73e,10210497,Unipower X,UNIX,18,3500000000000000000000000,1
0xd3ddfeb38969fbfff57b2616abfb8846d0c43429,10741210,Loda Protocol,LODA,18,2000000000000000000000000,1
0x4db3548f8dd98c6cc1743ce943e15302961a53a2,10569264,DEGENERATE PLATFORM,DGN,18,15000000000000000000000000,1
0x5fd7c0b206359ccbda62e881a591ae0e0b6f6779,14194423,ElonChedda,$EC,9,100000000000000000000000000000000,1
0x8a1c8d3b514fa8be459598718d76e58a6026b2a6,15406447,What Is Dead May Never Die,WIDMND,9,1000000000000000000,1
0xa301fbad093afff4a41fcd6e21b74baa9d39373a,10379800,For AMG,AMG,18,5500000000000000000000000,1
0xac57de9c1a09fec648e93eb98875b212db0d460b,13570063,Baby Doge Coin,BabyDoge,9,420000000000000000000000000,1
0x864f6e9de1a171aa6b1d0f208ef26da8651dcd87,15310120,PsychoWRLD,PSYCHO,9,100000000000000000000,1
0x0e1bb5546524235c8abfd6f9b77b25c2ca0e12e0,16358114,Honk,HONK,9,100000000000000000,1
0x7729e20b467eb1d3a32e50eabb42f923eb330b31,15156201,ONE TOKEN,ONE,9,1000000000,1
0x19d5faf731fd4bd4f03c476697a86c5770cb9c29,16250798,Droopy Inu,DROOPY,18,1000000000000000000000000000000,1
0xddde5517b6a5acf59de577b47572c9851c6311ce,15449114,SeasonSwap,SZN,9,1000000000000000000000000,1
0x6b13203689c48379c09a4502ff089cd3cbc2c277,15802436,Vitalik Inu,VINU,9,1000000000000000000,1
0x816fa5c68e8a7438c9ab3887455b8ed6dd8fc4a4,15466276,CHIE,智,9,333333333000000000,1
0x711f8ffae0f08fbb40fe510226aaee9609979c84,15849237,Comedy Club,Comedy,9,10000000000000000000,1
0xddd80cefa9b6c4fbc39eae3592de472429d2bb93,15653668,TimeLine,STORY,18,100000000000000000000000000,1
0xc8b543d8b2fadec03216322310370e5a4fa5c41f,10398711,MAOZEDONG,MZD,18,18931226000000000000000000,1
0x745958fabdf520471c4392b7aac80c890640204a,15938400,FTX Legacy,FTXL,18,328895112000000000000000000,1
0xc518e955137f0bc4d7b0b9392fdd6ce7259d880b,16230249,KAZAHANA,KAZAHANA,9,1000000000000000000,1
0xce6036e7b19ff94e5484073206d4e346727d6cd4,16291711,Yorimasa,YORI,18,1000000000000000000000000000,1
0xbdf4538ca599317b30634ec590ee70c1ee1d532f,12730401,Elon's Bitch t.me/elonsbitch,$EBITCH,9,1000000000000000000000,1
0x077307ffc27256756177a2a2d745112e3df9b803,10919983,STBS,STBS,18,100000000000000000000000,1
0xa2d06d7f0996e381d48e84b622e3e6b0e2b523d5,15930988,Proof Of Xmas,PoX,9,1000000000000000000,1
0x6d0d971c5c2885690b1dd056beb41525f1e8219b,12090170,SOVIET COIN,USSR,1,1440000000,1
0x7292ca62197336f29aa02c312549882f86494dcf,15167747,DRAGON PUNK,DragonP,9,100000000000000000000,1
0x155d73ac604c466c1395618db9777fdc44d02616,15950328,Sam Became a Felon,SBF,18,10000000000000000000000000,1
0x0a16309db75316e5b92f86126c1e0abb824a38b2,15278041,The Qixi Festival,QIXI,8,52000000000000,1
0x1e6265edf631324d21cc941fe9a53fe5b2701ce7,15524815,Kabegami Inu,KBGINU,9,10000000000000000,1
0x0a04847a87f5b2560326af15b1f05ac2ec3fd9b2,15382685,CHAOSTIC,CHAOSTIC,18,1000000000000000000000000000,1
0xe83468fd4f0c1afa51b51723e9b785fc2a6291ff,15658988,Boo,👻,18,100000000000000000000000000,1
0x981ec0b1f26d4c365324ff04bf894a7829420508,15159347,ALPHA 2.0,ALPHA2,9,1000000000000000000,1
0xd0f622a7a3c49b3de1216e0d9435188a455c53c2,15991318,Slumdog Millionaire,SLUM,8,100000000000000,1
0x2d210d17c676f1c3ce96a5d65d02867467726373,11099600,so-cute-peach,大桃,18,201015000000000000000000,1
0xc7b3004bcb5233c9a6ec89afab93998958ab973c,15893231,Doggo Inu,DOGGO,9,1000000000000000,1
0x600e6d1d14cebdd33ba4b42596a9d47ade058ea1,14256174,Locked Inu,LOCKED,9,1000000000000000000000000,1
0x020428c14cf725548e8034790b1975f3a246460c,15745234,UpOnly,FOMO,8,100000000000000,1
0xf93ad9c368214db175994a190015ed49ddce5888,14884745,MEGUMIINU,MEGUMIINU,9,1000000000000000000000,1
0xaff88038c65d65da928b9ff137a4b8a74ce59c6d,12799659,King of Floki, KFLOKI ,9,1000000000000000000000,1
0xf2ec529b9baf021f7e066d91dafa18aeba248aa8,15524372,TSUKA2.0,TSUKA2.0,9,10000000000000000,1
0x299b34d78599d509c022d5cc7f73631f188ada36,16303537,Safemoon,$SM,18,10000000000000000000000000000,1
0x93e455961467a86c2a014ff45665de810727480e,15192487,Holiday,HLD,18,1000000000000000000000000000,1
0x1b7829f4b425a7da0830c0bc73063acd239c294e,15070190,MastiffInu,MINU,9,100000000000000000000,1
0x0fbf8c544a16272b5e653dd6bd43e485a7c4bcec,15712432,Zero Identity,ZERO,9,1000000000000000,1
0x235948ce29d9e1a43f66753e6f73720716938bc7,15832471,GLITCH,GLITCH,18,1000000000000000000000000000,1
0x8e2bd19c39ac71945fa710bbe5b041a2a78b6c00,15066848,WEB SHIB,WSHIB,9,6969696969000000000,1
0xf5366804afa8e674e646e2defaeee071048520cb,15162179,People's Will,$REBEL,9,10000000000000000,1
0x4959531bb89aa1586b6afe3eb1198ddd2a75f6c2,15812222,Interesting Protocol,IP,9,1000000000000000,1
0xab3891f9e8ecb9a77be2316662090dac8d883838,15670029,OG ETH,OGETH,9,100000000000000000,1
0x6aaa1b5fd206963415bedf32b68bf970f3bc61cd,15440724,Big Dick Energy,BDE,9,1000000000000000,1
0xd7ea3e45c39adb33e2b7e737a38864ff362f927f,15130026,Meta Paint,MP,9,1000000000000000000000,1
0x00dd045a745974bb6fa9476b4b5d28b3178b17bd,15390578,DRILL INU,DRILL,9,1000000000000000,1
0x11e210926e4740e1669c55624c68f4d48c795c04,16213540,Mad Shiba,MADSHI,9,1000000000000000000,1
0x01cbdf866b2154e1d65fc24dbf0509aeb1c3f502,15777793,BONGOCAT,BONGO,14,10000000000000000000000000,1
0xf65a6265f959cdc4ce14d1e37ef3afd703ada503,16393985,SQUID3,SQUID GAME 3.0,18,1000000000000000000000000000,1
0x69962294b3c675dd8aaf0a63a789d4a32df894f4,15844577,Down Bad,DBAD,18,100000000000000000000000000000,1
0x27efdce9f2ea528ab379fd95a2d9540fed95aae6,15792266,Lucky Cat,LCat,18,1000000000000000000000000000,1
0xa72942ddd2dc335392d5a3e568e84cb6be0a0894,14484746,Sustainable Energy Generation,SEG,9,1000000000000000000,1
0x0071be3f40abd73e0afb0068301adaadf3696c99,13594748,Michael Jordan Inu,JORDAN,9,1000000000000000000000,1
0x36e4f2330e9f4a6adc71254bb6e6097c68a07405,10689119,TensorDEX Protocol,TDP,18,1000000000000000000000000,1
0x7f8e9c268ee692bb9899ff76922b1a8218dc08c3,10628557,MEXICAN TACOS,TACOS,18,1000000000000000000000000,1
0x04e203f07108bec0abc69ddb61bee841e0c07ca5,14830284,TATI,TATI,9,666666666666666000000000,1
0x16731104acf2af8f1e95a4beec5fa9967897319c,16301565,God of the East,Seiryuu,9,1000000000000000000000,1
